Province,DateTime,Wind,Temp
Rayong,2020-08-09 04:00 Local,200° @ 18,27.3
Rayong,2020-08-09 07:00 Local,205° @ 19,27.1
Rayong,2020-08-09 10:00 Local,200° @ 16,27.5
Rayong,2020-08-09 13:00 Local,205° @ 23,28.6
Rayong,2020-08-09 16:00 Local,210° @ 27,28.8
Rayong,2020-08-09 19:00 Local,210° @ 19,27.9
Rayong,2020-08-09 22:00 Local,210° @ 21,27.7
Rayong,2020-08-10 01:00 Local,215° @ 19,27.2
Rayong,2020-08-10 04:00 Local,225° @ 22,27.6
Rayong,2020-08-10 07:00 Local,230° @ 18,27.4
Rayong,2020-08-10 10:00 Local,235° @ 20,28.7
Rayong,2020-08-10 13:00 Local,250° @ 18,29.1
Rayong,2020-08-10 16:00 Local,245° @ 30,29.2
Rayong,2020-08-10 19:00 Local,250° @ 26,28.1
Rayong,2020-08-10 22:00 Local,260° @ 23,27.9
Rayong,2020-08-11 01:00 Local,240° @ 20,28
Rayong,2020-08-11 04:00 Local,255° @ 20,27.9
Rayong,2020-08-11 07:00 Local,230° @ 20,28.1
Rayong,2020-08-11 10:00 Local,235° @ 23,28.9
Rayong,2020-08-11 13:00 Local,225° @ 19,29.3
Rayong,2020-08-11 16:00 Local,230° @ 20,29.4
Rayong,2020-08-11 19:00 Local,190° @ 16,28.4
Rayong,2020-08-11 22:00 Local,250° @ 18,28.2
Rayong,2020-08-12 01:00 Local,260° @ 19,28.1
Rayong,2020-08-12 04:00 Local,250° @ 20,27.9
Rayong,2020-08-12 07:00 Local,240° @ 15,27.9
Rayong,2020-08-12 10:00 Local,205° @ 16,28.9
Rayong,2020-08-12 13:00 Local,200° @ 18,29.7
Rayong,2020-08-12 16:00 Local,190° @ 23,29.4
Rayong,2020-08-12 19:00 Local,215° @ 19,28.1
Rayong,2020-08-12 22:00 Local,260° @ 24,27.5
Rayong,2020-08-13 01:00 Local,240° @ 23,27.6
Rayong,2020-08-13 04:00 Local,250° @ 21,27.2
Rayong,2020-08-13 07:00 Local,215° @ 15,27.1
Rayong,2020-08-13 10:00 Local,225° @ 14,26.6
Rayong,2020-08-13 13:00 Local,205° @ 11,27.7
Rayong,2020-08-13 16:00 Local,185° @ 21,27.5
Rayong,2020-08-13 19:00 Local,230° @ 20,27
Rayong,2020-08-13 22:00 Local,240° @ 22,27.4
Rayong,2020-08-14 01:00 Local,240° @ 15,27.2
Rayong,2020-08-14 04:00 Local,205° @ 9,26.8
Rayong,2020-08-14 07:00 Local,215° @ 12,27.3
Rayong,2020-08-14 10:00 Local,225° @ 17,28.6
Rayong,2020-08-14 13:00 Local,225° @ 12,29.1
Rayong,2020-08-14 16:00 Local,205° @ 14,28.8
Rayong,2020-08-14 19:00 Local,220° @ 12,27.5
Rayong,2020-08-14 22:00 Local,135° @ 3,26.8
Rayong,2020-08-15 01:00 Local,95° @ 3,26.6
Rayong,2020-08-15 04:00 Local,115° @ 1,26.3
Rayong,2020-08-15 07:00 Local,105° @ 7,26.3
Rayong,2020-08-15 10:00 Local,165° @ 9,27.6
Rayong,2020-08-15 13:00 Local,250° @ 5,27.2
Rayong,2020-08-15 16:00 Local,260° @ 2,27.5
Rayong,2020-08-15 19:00 Local,175° @ 7,27
Rayong,2020-08-15 22:00 Local,250° @ 7,27.1
Rayong,2020-08-16 01:00 Local,295° @ 6,27.1
Rayong,2020-08-16 04:00 Local,325° @ 7,26.6
Rayong,2020-08-16 07:00 Local,0° @ 4,27
Rayong,2020-08-16 10:00 Local,310° @ 4,28.5
Rayong,2020-08-16 13:00 Local,250° @ 9,29.3
Rayong,2020-08-16 16:00 Local,235° @ 8,29.2
Rayong,2020-08-16 19:00 Local,200° @ 10,28.1
Rayong,2020-08-16 22:00 Local,195° @ 12,27.6
Rayong,2020-08-17 01:00 Local,235° @ 14,27.7
Rayong,2020-08-17 04:00 Local,245° @ 19,27.3
Rayong,2020-08-17 07:00 Local,255° @ 15,27.3
Rayong,2020-08-17 10:00 Local,245° @ 17,28.5
Rayong,2020-08-17 13:00 Local,235° @ 15,29.5
Rayong,2020-08-17 16:00 Local,215° @ 13,29.3
Rayong,2020-08-17 19:00 Local,190° @ 12,27.9
Rayong,2020-08-17 22:00 Local,215° @ 12,27.8
Rayong,2020-08-18 01:00 Local,235° @ 12,27.7
Rayong,2020-08-18 04:00 Local,250° @ 12,27.6
Rayong,2020-08-18 07:00 Local,250° @ 12,27.9
Rayong,2020-08-18 10:00 Local,260° @ 15,29
Rayong,2020-08-18 13:00 Local,250° @ 13,29.6
Rayong,2020-08-18 16:00 Local,225° @ 9,29
Rayong,2020-08-18 19:00 Local,195° @ 14,28.1
Rayong,2020-08-18 22:00 Local,190° @ 14,27.9
Rayong,2020-08-19 01:00 Local,240° @ 16,27.8
Rayong,2020-08-19 04:00 Local,265° @ 19,27.6
Rayong,2020-08-19 07:00 Local,275° @ 11,27.7
Rayong,2020-08-19 10:00 Local,250° @ 12,29.1
Rayong,2020-08-19 13:00 Local,245° @ 16,29.5
Rayong,2020-08-19 16:00 Local,235° @ 12,29.3
Rayong,2020-08-19 19:00 Local,190° @ 7,28.2
Rayong,2020-08-19 22:00 Local,175° @ 10,27.7
Rayong,2020-08-20 01:00 Local,185° @ 14,27.6
Rayong,2020-08-20 04:00 Local,220° @ 13,27.5
Rayong,2020-08-20 07:00 Local,250° @ 8,27.7
Rayong,2020-08-20 10:00 Local,240° @ 11,28.9
Rayong,2020-08-20 13:00 Local,225° @ 9,29.4
Rayong,2020-08-20 16:00 Local,200° @ 11,29.3
Rayong,2020-08-20 19:00 Local,195° @ 7,28.2
Rayong,2020-08-20 22:00 Local,145° @ 9,28.2
Rayong,2020-08-21 01:00 Local,180° @ 12,28
Rayong,2020-08-21 04:00 Local,210° @ 15,27.8
Rayong,2020-08-21 07:00 Local,220° @ 12,27.7
Rayong,2020-08-21 10:00 Local,240° @ 10,28.6
Rayong,2020-08-21 13:00 Local,250° @ 7,29.2
